Term,Overlap,Adjusted.P.value,Odds.Ratio,Combined.Score,Genes,ko_symbol,gene_number,db
Vesicle-Mediated Transport (GO:0016192),43/411,0.037387276074976175,1.8649115377376246,15.312144567676583,USP6NL;RAB5C;TSG101;STX16;GOSR2;ITSN1;MIA3;PIK3C2A;CLINT1;RAB22A;AP3M1;CECR2;GOLGA4;HMGXB4;CPNE1;SNX9;ATP9B;EPS15;VPS16;UVRAG;EXOC6B;TSC2;SCRIB;CSNK1D;EPS15L1;RBSN;AP4B1;EPN1;EPN2;BIN3;HOOK2;BIN1;RAB34;DNAJC5;RAB13;OCIAD1;SPIRE1;VIPAS39;RIN3;EXOC5;VPS45;OSBPL1A;CSNK1G2,Cd2bp2,1198,GO_Biological_Process_2023
Endomembrane System Organization (GO:0010256),25/196,0.03774813446523435,2.322106060832673,18.907210900797097,USP6NL;PI4K2B;TOR1AIP2;MIA3;RAB22A;SMPD4;DYM;TMED1;DNM1L;CLASP1;SEC31A;PLEKHJ1;CLASP2;HACE1;ATP8B2;COG2;CSNK1D;TRAPPC8;PHETA1;TJAP1;GAK;SEC23IP;HOOK2;GOLGB1;TRIP11,Cd2bp2,1198,GO_Biological_Process_2023
Histone Modification (GO:0016570),14/81,0.03774813446523435,3.3063987494957643,26.85128510507628,USP3;JADE1;MSL3;SIRT2;PHF20L1;MTA1;TADA2A;RUVBL2;MIER1;TADA3;KAT7;TBL1X;MTA3;KAT14,Cd2bp2,1198,GO_Biological_Process_2023
Golgi Vesicle Transport (GO:0048193),25/197,0.03849101323962186,2.3084815321477428,18.61508085118753,GOSR2;GCC2;MIA3;GOLGA4;TBC1D14;TMED1;ATP9B;SEC31A;RAB8B;UVRAG;COG2;TRAPPC8;RBSN;RINT1;RP2;SGSM2;RAB13;TRIP11;SPIRE1;PREB;COPG2;EXOC5;COPG1;ERGIC2;SEC24C,Cd2bp2,1198,GO_Biological_Process_2023
Epigenetic Regulation Of Gene Expression (GO:0040029),14/83,0.04410163332467268,3.2102183705444576,25.23415433955761,ATF2;SUV39H2;SPHK2;WBP2;DNMT3A;SIRT7;ARID1B;SIRT2;ZDBF2;MTA1;MTF2;KAT7;TRIM37;EZH2,Cd2bp2,1198,GO_Biological_Process_2023
tRNA Aminoacylation For Mitochondrial Protein Translation (GO:0070127),4/7,0.04410163332467268,20.992741485203798,164.9241466725472,SARS2;DARS2;TARS2;EARS2,Cd2bp2,1198,GO_Biological_Process_2023
Regulation Of DNA Metabolic Process (GO:0051052),18/124,0.04647325906249874,2.6905020786696516,20.90510550001289,ANKRD17;SLF1;ESCO1;EHMT2;ACTR5;NSMCE2;JADE1;YLPM1;SMC5;SIRT7;TERF2;CCDC88A;RUVBL2;TADA3;UIMC1;SMARCAD1;KAT7;TAF2,Cd2bp2,1198,GO_Biological_Process_2023
Intracellular Membrane-Bounded Organelle (GO:0043231),403/5175,1.3632847664452162e-7,1.4903736154823473,32.16172566578791,ATF2;TFRC;EHMT2;ITSN1;EHMT1;DCAF8;SMC5;RBPJ;ALKBH6;PPP4R2;RNF111;MBNL1;DDX11;DAPK2;RFX3;MRTFA;RFX1;ARMC8;ISL1;PRKAB1;MED7;NISCH;BIN1;COPS7B;MTDH;NTHL1;LTA4H;KAT14;LHPP;HACE1;PHC1;TIPARP;FUCA1;TMEM192;SETX;MLLT10;MOV10;FIBP;TADA2A;TDP2;GTF2IRD1;HNRNPC;CDK12;PKIG;RAD18;EZH2;PHF3;CEP57;SETD5;SETD6;NCAPG2;TDRP;MED15;CLINT1;MED14;WDR37;SPHK2;SIRT7;TERF1;RBSN;TERF2;SIRT2;NCOR2;MED22;AFTPH;KIFC1;MED20;MTF2;ERGIC2;MYRF;CIPC;BCLAF1;BTAF1;NSD2;PMS2;PCGF1;PMS1;NKTR;BRD4;SLF1;TRMT10B;EGLN2;YTHDF2;ATAD5;PCGF5;SEPTIN2;MGMT;PCGF2;ATAD2;YLPM1;HIPK2;RNF146;ZYX;CRLF3;FMR1;CTNND1;UBP1;RPL10A;VIRMA;CDC14B;EIF4ENIF1;PPP1CC;STK11;HMGN5;RUVBL2;SMARCAD1;KMT5B;CLCC1;NEPRO;GTF2I;TLE1;KMT5C;RALGAPA1;USP4;USP3;IPMK;VRK1;CDC25C;GTF2F2;THOC7;THOC6;CLIP1;ILF3;MSH3;PKP4;CSNK1G2;ANKRD17;IPPK;ANKRD16;ANKRD11;GPATCH2L;BCL2L12;BAG6;SAFB2;OSBPL9;TIA1;CHTOP;ANKRD27;BRPF3;FANCL;RFXANK;FANCC;FANCE;LSM2;DAB2;LSM6;DAB1;P4HA1;CNOT2;TADA3;MDM2;PIR;NF2;OSBPL1A;MDM1;EIF4G1;CELF1;RNF14;FHL1;UFSP2;ARRB2;FOXM1;PIK3C2A;CDC73;RESF1;METTL14;SIN3A;PPP6R3;TRIM68;TLK2;TLK1;DNM1L;ILKAP;ACTR5;DNMT3A;MSL3;PTBP2;REXO4;MSL1;PTBP3;METTL22;PKM;TFDP2;SLC25A19;DNAJC5;DNAJC8;BIRC2;PPM1M;WBP2;SRF;AMBRA1;CECR2;GANAB;NFS1;HIRIP3;IGF2BP1;ASCC3;DRAM2;E2F6;SMOX;DONSON;TPRKB;EXOG;MCOLN1;PTPN13;PML;RAD52;RAD50;DOLPP1;BCOR;TRIM33;PANK2;UXT;TIAL1;HERC2;CHEK2;SPATA24;CPNE1;KAT7;CCNL2;ESCO1;NSMCE2;METTL3;CIRBP;RECQL;CSNK1D;JMJD7;SRRM1;RRAGB;AKAP9;PREB;NSMF;ANKRA2;MYCBP2;UBE2J2;OSGEP;GMCL1;DHX30;RAB11FIP1;RACGAP1;DHX33;MIER1;DPH3;PATZ1;LYAR;SEC31A;ATP6V0A1;CTSA;SRPK2;STK11IP;XRCC3;MEMO1;PTK2;STAG1;STAG2;GOLGB1;RNPS1;RPS24;RPAIN;SUV39H2;SLC35F6;TECR;OTUD7B;ZBTB8OS;MIA3;ZMYM2;UIMC1;CTSH;SPTAN1;GABPA;TOP3B;NCOA2;GRIPAP1;PBRM1;STRADA;PABPC4;STRADB;TFE3;PRMT3;GAK;SLTM;SLU7;STX16;MIS12;RAD54B;TBL1X;APBB1;EPS15;APBB3;MYEF2;NFYC;MOK;HUWE1;APTX;SEC23IP;ITCH;TFAP4;TTC3;HNRNPA2B1;CRTC2;CRTC1;GEMIN2;JADE1;PRDM2;SLC30A9;BORA;KDM2B;FBXW11;ANGEL1;ADAM10;TSC2;OCRL;CDYL;CFAP410;MAU2;FANCD2;GEMIN5;WDFY2;GEMIN8;ISCU;ARHGAP19;HTRA2;PDS5B;IRAK1;CAMTA1;TBC1D14;ZC3H14;BPTF;UBE2F;CBX5;POU2F1;PHF12;MACO1;CLK4;CLK2;CLK1;UBE2W;DLG1;HOOK2;UBE2K;FGFR2;KDM5A;KDM5C;RBM26;CHD6;YBX3;SENP6;SNAPC4;RBM7;POLE;KDM6A;SUN1;USP48;TBP;PPP2R5B;PPP2R5C;TRNAU1AP;TTI2;EPN2;CREB1;RBMS1;ITGB3BP;LAMA5;RBM47;USP15;MVK;USP16;POLDIP3;ABRAXAS1;DCTN4;BRAT1;WIZ;RMND5B;CLN3;MTA1;TNKS2;CBS;RALY;MTA3;SMNDC1;S100PBP;MUTYH;TCF7L2;KDM4C;NAA10;B3GAT3;SWT1;LIMK2;DTNBP1;USP28;CDK11B;CHFR;TICRR;NAP1L4;FMNL3;KANSL1;ERCC2;ERCC8;ACIN1;QRICH1;RGS12;TAF2;SSBP4,Cd2bp2,1198,GO_Cellular_Component_2023
Nucleus (GO:0005634),353/4487,5.088528993010367e-7,1.4822396464017542,29.00654172822699,ATF2;PANK2;EHMT2;EHMT1;DCAF8;SMC5;RBPJ;ALKBH6;UXT;TIAL1;HERC2;PPP4R2;CHEK2;SPATA24;CPNE1;KAT7;CCNL2;RNF111;MBNL1;ESCO1;DDX11;DAPK2;NSMCE2;METTL3;CIRBP;RECQL;RFX3;MRTFA;CSNK1D;ARMC8;JMJD7;ISL1;PRKAB1;MED7;SRRM1;BIN1;RRAGB;PREB;NSMF;ANKRA2;MYCBP2;COPS7B;UBE2J2;OSGEP;GMCL1;MTDH;DHX30;RACGAP1;DHX33;NTHL1;MIER1;DPH3;LTA4H;PATZ1;LYAR;KAT14;LHPP;SRPK2;HACE1;PHC1;TIPARP;XRCC3;TMEM192;MEMO1;PTK2;SETX;MLLT10;MOV10;FIBP;STAG1;TADA2A;STAG2;TDP2;GTF2IRD1;RNPS1;HNRNPC;CDK12;PKIG;RAD18;RPS24;EZH2;PHF3;CEP57;RPAIN;SUV39H2;SETD5;SETD6;NCAPG2;TECR;TDRP;OTUD7B;ZBTB8OS;MED15;MED14;ZMYM2;UIMC1;GABPA;TOP3B;NCOA2;PBRM1;WDR37;SPHK2;STRADA;PABPC4;STRADB;TFE3;PRMT3;SIRT7;TERF1;TERF2;SIRT2;NCOR2;MED22;SLTM;KIFC1;MED20;MTF2;ERGIC2;SLU7;MYRF;CIPC;MIS12;RAD54B;BCLAF1;NSD2;PMS2;PCGF1;TBL1X;APBB1;APBB3;PMS1;NKTR;BRD4;SLF1;TRMT10B;EGLN2;YTHDF2;MYEF2;ATAD5;PCGF5;SEPTIN2;MGMT;PCGF2;NFYC;ATAD2;YLPM1;MOK;HUWE1;APTX;HIPK2;RNF146;TFAP4;TTC3;HNRNPA2B1;ZYX;CRLF3;CRTC2;CRTC1;GEMIN2;FMR1;CTNND1;JADE1;UBP1;PRDM2;RPL10A;VIRMA;CDC14B;EIF4ENIF1;PPP1CC;STK11;HMGN5;RUVBL2;SMARCAD1;KMT5B;NEPRO;GTF2I;SLC30A9;BORA;TLE1;KDM2B;KMT5C;FBXW11;RALGAPA1;USP4;USP3;IPMK;ANGEL1;ADAM10;TSC2;VRK1;OCRL;CDYL;CDC25C;GTF2F2;THOC7;THOC6;CLIP1;ILF3;MAU2;MSH3;FANCD2;GEMIN5;PKP4;GEMIN8;CSNK1G2;ISCU;ANKRD17;IPPK;ANKRD16;ANKRD11;HTRA2;PDS5B;GPATCH2L;BCL2L12;BAG6;IRAK1;SAFB2;CAMTA1;ZC3H14;BPTF;UBE2F;TIA1;CHTOP;CBX5;POU2F1;BRPF3;FANCL;PHF12;RFXANK;FANCC;MACO1;FANCE;CLK4;CLK2;LSM2;CLK1;UBE2W;DLG1;LSM6;CNOT2;TADA3;MDM2;PIR;NF2;UBE2K;FGFR2;MDM1;EIF4G1;KDM5A;KDM5C;RBM26;CELF1;RNF14;FHL1;CHD6;UFSP2;ARRB2;FOXM1;YBX3;CDC73;RESF1;SENP6;METTL14;SIN3A;PPP6R3;SNAPC4;TRIM68;TLK2;TLK1;RBM7;POLE;ILKAP;KDM6A;USP48;TBP;ACTR5;DNMT3A;PPP2R5B;MSL3;PPP2R5C;TRNAU1AP;TTI2;PTBP2;REXO4;MSL1;PTBP3;METTL22;CREB1;PKM;TFDP2;SLC25A19;RBMS1;DNAJC8;BIRC2;ITGB3BP;LAMA5;RBM47;USP15;USP16;PPM1M;WBP2;POLDIP3;ABRAXAS1;SRF;DCTN4;BRAT1;WIZ;AMBRA1;RMND5B;CECR2;CLN3;NFS1;MTA1;HIRIP3;TNKS2;HAUS8;CBS;IGF2BP1;RALY;ASCC3;E2F6;MTA3;SMNDC1;S100PBP;MUTYH;TCF7L2;KDM4C;NAA10;SWT1;LIMK2;DONSON;TPRKB;DTNBP1;EXOG;PTPN13;USP28;CDK11B;CHFR;PML;TICRR;NAP1L4;RAD52;RAD50;KANSL1;ERCC2;ERCC8;ACIN1;QRICH1;RGS12;BCOR;TRIM33;TAF2;SSBP4,Cd2bp2,1198,GO_Cellular_Component_2023
Mitotic Spindle (GO:0072686),25/143,1.3140033400722034e-4,3.3746586327972605,45.92941022396975,EPB41;CDC14B;RACGAP1;HAUS8;TBL1X;KAT14;CLASP1;CLASP2;IQCB1;LIMK2;HAUS6;EML1;EML2;SIRT2;EML4;ATAT1;WRAP73;TADA2A;ZZZ3;TFDP2;KIFC1;TADA3;PKP4;LSM14A;MAD1L1,Cd2bp2,1198,GO_Cellular_Component_2023
Cytoplasmic Stress Granule (GO:0010494),16/76,7.122421490420351e-4,4.228313592780598,49.184755840167185,MBNL1;TIA1;YTHDF2;RBPMS;YTHDF3;CELF1;FMR1;PABPC4;CIRBP;ZFAND1;HIPK2;PUM2;TIAL1;IGF2BP1;LSM14A;EIF4G1,Cd2bp2,1198,GO_Cellular_Component_2023
trans-Golgi Network (GO:0005802),30/241,0.00760718432327162,2.2630737518665196,20.459692528155763,USP6NL;PI4K2B;STX16;GCC2;PCSK7;PIK3C2A;ATP2C1;CLN3;GOLGA4;SMPD4;ARFIP2;ARFIP1;SNX9;ATP9B;PLEKHJ1;CLASP2;ATP8B2;COG2;OCRL;FAM91A1;PHETA1;AP4B1;TJAP1;PREPL;HOOK2;SLC9A8;RAB13;RELCH;LGR5;PHAF1,Cd2bp2,1198,GO_Cellular_Component_2023
Spindle (GO:0005819),27/210,0.007954010947743187,2.345914238915877,20.676326512732047,EPB41;CDC14B;RACGAP1;CSPP1;TBL1X;KAT14;CLASP1;CLASP2;IQCB1;LIMK2;SPICE1;CSNK1D;EML1;EML2;SIRT2;EML4;ATAT1;WRAP73;TADA2A;ZZZ3;TFDP2;KIFC1;TADA3;ERCC2;PKP4;LSM14A;MAD1L1,Cd2bp2,1198,GO_Cellular_Component_2023
Golgi Stack (GO:0005795),8/31,0.01604947092735216,5.4889294848374135,43.374371208019284,CLN3;STX16;GOLGB1;RAB34;COG2;OCRL;VRK1;ZFYVE1,Cd2bp2,1198,GO_Cellular_Component_2023
Intracellular Non-Membrane-Bounded Organelle (GO:0043232),100/1195,0.01604947092735216,1.4727482928695594,11.522898954337492,TMEM179B;GEMIN2;FMR1;HJURP;RBPJ;ZFYVE1;CDC14B;UXT;PPP1CC;ENDOV;CSPP1;ARFIP2;KAT7;NEPRO;SLC30A9;ESCO1;DDX11;SPICE1;RECQL;CSNK1D;VRK1;CDYL;SELENOO;ILF3;PREPL;SHQ1;BIN1;FANCD2;AKAP9;PKP4;WDFY3;MAD1L1;IPPK;MACF1;TSG101;RAB5C;EPB41;ZCCHC9;HTRA2;PDS5B;SYCE2;DHX33;RACGAP1;IRAK1;CALD1;EPB41L3;CAMTA1;UTP20;LYAR;ZC3H14;PLK4;SRPK2;CBX5;ATP8B2;FANCE;PTK2;FANCG;ABTB1;STAG1;LSM6;STAG2;ZZZ3;MDM2;NF2;EIF4G3;FAF2;FOXM1;TENT4B;EPB41L4A;SH3PXD2B;TRIM68;LRRFIP1;RBM7;SPG11;PPP1R12A;SIRT7;TERF1;ZFX;DDX50;SIRT2;REXO4;METTL22;TUT1;LDAH;ERGIC2;ROCK2;CIPC;ASAP1;AMBRA1;HIRIP3;E2F8;NAA10;IDH3G;KRR1;MTX2;APTX;PML;TTC3;ERCC2;RGS12,Cd2bp2,1198,GO_Cellular_Component_2023
P-body (GO:0000932),13/83,0.044956392894691374,2.9356962025316458,19.5995264717421,YTHDF2;GARRE1;YTHDF3;EDC3;LSM2;PAN2;EIF4ENIF1;MOV10;LSM6;CNOT2;IGF2BP1;EIF4E2;LSM14A,Cd2bp2,1198,GO_Cellular_Component_2023
RNA Binding (GO:0003723),126/1411,2.507064118646938e-12,2.3518576628592944,77.64977344171018,EIF4A2;TCERG1;RTCA;FMR1;NUDT1;HNRNPR;RPL10A;GPATCH8;ALKBH1;UBAP2L;KPNA2;SLC16A3;AGFG1;RARS2;AQR;TYW5;SECISBP2;ACTN1;DDX11;ZCRB1;GTPBP1;ILF3;ZC3H11A;SRFBP1;PPIG;DUS3L;MACF1;AARS2;DHX9;MAZ;RTF1;RTN4;RCC1L;MTDH;FXR1;DHX30;RNASEH1;HNRNPDL;SERPINH1;SAFB2;UTP20;MAP4;ZC3H14;RBM10;MARK2;SRPK2;PYM1;LSM1;PRRC2C;PUM1;SNUPN;PRRC2B;TDRD3;SRPK1;LSM6;GOLGB1;TRIP6;HNRNPD;RNPS1;LSM14A;EIF4G3;SUGP2;RPS24;RBM28;DIDO1;RBM25;CELF1;FASTKD2;AKAP8L;DDX42;ZCCHC17;METTL14;LRRFIP1;BUD23;RBM34;RBM7;RBM5;PSTK;TOP3B;PABPC4;PRPF40B;DARS2;PRPF40A;PPHLN1;TRNAU1AP;SMC1A;SAFB;DDX50;SARS2;PKM;SLTM;THRAP3;ESRP1;ARHGEF1;HNRNPH3;ALDOA;FYTTD1;RNMT;POLDIP3;WBP4;PARN;DDX20;AKAP8;DDX21;SAMHD1;UNK;FIP1L1;IGF2BP1;FLNB;SRSF10;SRSF11;TEFM;PTPN1;MYEF2;YTHDF3;YLPM1;RSRC2;NOC3L;RRP1B;APTX;U2SURP;KTN1;SEC23IP;ZYX;ACIN1;R3HDM1,Qk,870,GO_Molecular_Function_2023
Microtubule Binding (GO:0008017),26/239,0.0031302946354656697,2.735921055559264,30.037781797109584,CEP57;MACF1;FMR1;KATNB1;UXT;OPA1;TOGARAM1;MAP4;MARK4;CLASP1;CDK5RAP2;NDEL1;ENKD1;CLASP2;FBXW11;MACO1;PEX14;EML3;DNM2;CAMSAP3;CLIP1;HOOK2;PRC1;GAPDH;HDGFL3;MDM1,Qk,870,GO_Molecular_Function_2023
DNA-methyltransferase Activity (GO:0009008),4/5,0.0031302946354656697,88.35565819861432,969.479337084513,N6AMT1;DNMT3A;DNMT3B;METTL4,Qk,870,GO_Molecular_Function_2023
Cadherin Binding (GO:0045296),30/319,0.008945878748734187,2.3283489866534848,22.432983025911838,MACF1;SRC;CTNND1;RTN4;SLC9A3R2;MPRIP;CDH2;FLNB;LRRFIP1;EPS15;MARK2;PAK4;PTPN1;IST1;CEMIP2;GAPVD1;KTN1;EPN2;TJP1;ANLN;DLG1;MYO1B;PKM;CTTN;ABI1;NUMB;ALDOA;CC2D1A;VCL;PICALM,Qk,870,GO_Molecular_Function_2023
Protein-Lysine N-methyltransferase Activity (GO:0016279),10/54,0.010575874302158915,5.043868921775899,46.62648653746056,N6AMT1;SETD5;SUV39H2;METTL22;SETDB1;SETD6;NSD2;EHMT1;EEF1AKMT2;EZH2,Qk,870,GO_Molecular_Function_2023
Methyltransferase Activity (GO:0008168),8/37,0.014197252532913202,6.112809024721978,53.593418308341214,N6AMT1;NDUFAF7;DNMT3B;METTL4;EHMT1;BUD23;COMT;EEF1AKMT2,Qk,870,GO_Molecular_Function_2023
DNA Binding (GO:0003677),59/846,0.017841603170618957,1.695613209099156,14.109314125303307,APP;FBH1;MCM8;FMR1;PRDM5;CHD6;SMC6;AIFM1;ZMYM4;HMCES;DNMT3B;SMARCAD1;TRIM26;LRRFIP1;ZFPL1;POLE;RBM5;KDM2B;SECISBP2;DDX11;ATRX;DNMT3A;TINF2;RAD23A;SMC1A;SAFB;ILF3;SLTM;MSH3;THRAP3;MTF2;ZMYND11;KDM3A;GTF3C4;MAX;DHX9;RTF1;PDS5B;SAMHD1;NTHL1;RNF138;HSF1;IGF2BP1;SAFB2;RBBP8;PMS2;BPTF;TCF7L2;POU2F1;CENPX;APTX;PALB2;RAD52;CAMSAP3;RAD50;QRICH1;TCF3;RAD18;EZH2,Qk,870,GO_Molecular_Function_2023
Single-Stranded DNA Binding (GO:0003697),13/96,0.017841603170618957,3.481056079627729,28.72299279912969,FBH1;MCM8;DHX9;DDX11;RAD23A;SMC6;RTF1;SAMHD1;RAD52;MSH3;RNF138;HMCES;PMS2,Qk,870,GO_Molecular_Function_2023
Histone H3K9 Methyltransferase Activity (GO:0046974),4/9,0.022648572105686507,17.66743648960739,139.32740685792885,SETD5;SUV39H2;SETDB1;EHMT1,Qk,870,GO_Molecular_Function_2023
Tubulin Binding (GO:0015631),28/322,0.022648572105686507,2.1305282207895035,16.5957968312962,CEP57;FMR1;KATNB1;UXT;OPA1;TOGARAM1;TRAPPC14;MAP4;MARK4;CLASP1;CDK5RAP2;APPL1;NDEL1;ENKD1;CLASP2;MACO1;PEX14;EML3;DNM2;NISCH;CLIP1;TTLL4;HOOK2;PRC1;ALDOA;GAPDH;HDGFL3;MDM1,Qk,870,GO_Molecular_Function_2023
Histone H4K12 Acetyltransferase Activity (GO:0043997),4/10,0.025456575285904462,14.722093918398768,109.09484774069807,ING3;MEAF6;JADE1;KAT7,Qk,870,GO_Molecular_Function_2023
Histone H4K5 Acetyltransferase Activity (GO:0043995),4/10,0.025456575285904462,14.722093918398768,109.09484774069807,ING3;MEAF6;JADE1;KAT7,Qk,870,GO_Molecular_Function_2023
Histone H4K8 Acetyltransferase Activity (GO:0043996),4/10,0.025456575285904462,14.722093918398768,109.09484774069807,ING3;MEAF6;JADE1;KAT7,Qk,870,GO_Molecular_Function_2023
Methylation-Dependent Protein Binding (GO:0140034),10/68,0.02651682582105356,3.8235765838011226,27.894395515955242,ING3;ZZZ3;FMR1;MTF2;SPIN1;JMJD7;ZMYND11;MPHOSPH8;TDRD3;BPTF,Qk,870,GO_Molecular_Function_2023
GTPase Binding (GO:0051020),21/225,0.030724715475513507,2.294775860874385,16.203957779352113,CYFIP1;HACE1;SPHK2;MAPKAP1;TSC2;GCC2;CIB1;STK19;OCRL;AMBRA1;GAPVD1;CYRIB;STRN3;GGA1;AP3M1;XPO4;RRAGB;AP1G1;PEX5;ULK1;PICALM,Qk,870,GO_Molecular_Function_2023
Nuclear Thyroid Hormone Receptor Binding (GO:0046966),6/27,0.030724715475513507,6.319113756613756,44.325726536451526,MED22;NCOR1;THRAP3;NCOA3;TRIP6;BRD8,Qk,870,GO_Molecular_Function_2023
Methylated Histone Binding (GO:0035064),10/71,0.030847388175233102,3.6349599695005717,25.26274879285854,ING3;ZZZ3;FMR1;MTF2;SPIN1;JMJD7;ZMYND11;MPHOSPH8;TDRD3;BPTF,Qk,870,GO_Molecular_Function_2023
Protein Serine/Threonine Kinase Activity (GO:0004674),28/342,0.03215688020858233,1.992707687187013,13.65245064817169,PRKAA1;ARAF;STK19;IRAK1;MAP4K5;MARK4;MAP3K7;MARK3;CAMK2G;MARK2;PAK4;MAP2K6;PLK4;SRPK2;BRD2;NEK9;RIOK3;LIMK2;CDC7;VRK1;PRKAB1;CLK4;SRPK1;CDK2;RPS6KB2;ULK1;CSNK1G2;CILK1,Qk,870,GO_Molecular_Function_2023
Small GTPase Binding (GO:0031267),19/199,0.032630259493764496,2.3505026765896333,15.94234325832558,CYFIP1;HACE1;SPHK2;MAPKAP1;TSC2;GCC2;CIB1;STK19;OCRL;GAPVD1;CYRIB;STRN3;GGA1;AP3M1;XPO4;AP1G1;PEX5;ULK1;PICALM,Qk,870,GO_Molecular_Function_2023
"Catalytic Activity, Acting On A tRNA (GO:0140101)",7/39,0.03576926238167482,4.840889339513326,32.14051778506562,QTRT1;AARS2;TYW5;ALKBH1;TARS2;DUS3L;TRIT1,Qk,870,GO_Molecular_Function_2023
mRNA Binding (GO:0003729),24/282,0.03626049967496438,2.0751003353675297,13.64783666654761,FYTTD1;AQR;RBM25;MYEF2;YTHDF3;DHX9;CELF1;POLDIP3;SECISBP2;PABPC4;FMR1;PARN;HNRNPR;PUM1;FXR1;METTL14;UNK;PKM;ESRP1;IGF2BP1;RNPS1;EIF4G3;LSM14A;RBM5,Qk,870,GO_Molecular_Function_2023
MutSalpha Complex Binding (GO:0032407),3/6,0.03695263668850545,22.061130334486737,143.65159342648874,MCM8;PMS2;MUTYH,Qk,870,GO_Molecular_Function_2023
DNA Replication Origin Binding (GO:0003688),4/13,0.04363762671746031,9.813189633051065,61.72260727810627,ORC1;DHX9;DDX11;KAT7,Qk,870,GO_Molecular_Function_2023
Kinase Binding (GO:0019900),34/460,0.04363762671746031,1.7856549183458006,11.175040027402229,ATF2;DGKD;CAB39;MAPKAP1;PARN;FOXM1;UXT;IRAK1;RNF138;PDCD10;HSF1;PIP5K1A;RFFL;SPG11;CDK5RAP2;MAP2K6;MAP2K3;NEK9;PTPN1;PARP6;TCF7L2;PPP1R12A;STRADA;VRK1;RAD23A;PRKAB1;CDC25A;PTK2;DLG3;PRC1;TRIP6;TAX1BP1;TELO2;RAD9A,Qk,870,GO_Molecular_Function_2023
DNA Metabolic Process (GO:0006259),38/288,3.15838047352185e-6,3.4492307692307693,71.15387537356605,INO80E;FBH1;MCM8;FMR1;NUDT1;PDS5B;PDS5A;SAMHD1;ORC6;ORC1;NTHL1;ALKBH1;RBBP8;SMARCAD1;TOPBP1;KPNA2;NFRKB;POLE;MUTYH;TOP3B;TCF7L2;USP3;ACTR5;XRCC3;ATRX;REV1;DONSON;NOC3L;CHD1L;SMC1A;TERF2;TICRR;RAD52;RAD50;MSH3;CDK2;RAD18;RAD9A,Qk,870,GO_Biological_Process_2023
Regulation Of Organelle Organization (GO:0033043),17/100,0.0019590393001809804,4.573496800802271,61.767882261577796,SLC30A9;INO80E;SAR1A;ACTR5;MFF;PTK2;PARL;CAMSAP3;TJP1;SYDE1;CLN3;PDCD10;AKAP9;NF2;NFRKB;MARK2;ATG5,Qk,870,GO_Biological_Process_2023
DNA Repair (GO:0006281),31/291,0.00404415843393342,2.6816264784083614,33.18601147816153,FBH1;FMR1;NUDT1;CIB1;PDS5B;PDS5A;NTHL1;ALKBH1;NSD2;RBBP8;PMS2;TOPBP1;POLE;MUTYH;SLC30A9;CENPX;FANCM;USP3;ACTR5;XRCC3;ATRX;RAD23A;CHD1L;SMC1A;APTX;TICRR;RAD52;RAD50;MSH3;RAD18;RAD9A,Qk,870,GO_Biological_Process_2023
Organelle Organization (GO:0006996),39/418,0.004815924392090371,2.321928312202928,27.66111567389743,PI4K2B;CUL7;SAR1A;MAPKAP1;PITPNB;FAF2;TOR1AIP2;SNX10;CECR2;OPA1;ZMYM4;TRAPPC12;PACSIN3;MARK4;EPS15;CLASP1;CEP78;SEC31A;PAK4;CLASP2;HACE1;YTHDF3;PRPF40A;PEX2;WDR73;MCOLN1;BCS1L;PEX14;TJAP1;GAK;NSFL1C;SEC23IP;TMEM135;BIN1;PEX3;GOLGB1;CHMP2A;CHMP7;BRWD3,Qk,870,GO_Biological_Process_2023
Mitotic Recombination (GO:0006312),6/14,0.006547735921037594,16.598958333333332,184.5854616819845,RAD52;RAD50;MSH3;XRCC3;SMC6;RAD54B,Qk,870,GO_Biological_Process_2023
RNA Processing (GO:0006396),22/183,0.006547735921037594,3.0566477206140865,33.77387037362722,SRPK2;TCERG1;RNGTT;PDCD7;CELF1;FASTKD2;PABPC4;AKAP8L;WBP4;LSM1;DDX20;HNRNPR;ZCRB1;RNPC3;SRPK1;LSM6;HNRNPD;RNPS1;PPIG;HNRNPH3;SLU7;RBM5,Qk,870,GO_Biological_Process_2023
Microtubule Anchoring (GO:0034453),5/9,0.006547735921037594,27.63872832369942,303.9264557916273,CAMSAP3;GCC2;CLASP1;PEX14;CLASP2,Qk,870,GO_Biological_Process_2023
Regulation Of Cell Cycle (GO:0051726),30/298,0.006547735921037594,2.513592750533049,27.42996917732874,INTS13;INO80E;MEAF6;UHRF2;JADE1;HTRA2;FOXM1;ING3;KAT7;RPRD1B;CCNL2;BRD8;MARK4;NFRKB;KAT14;MAP2K6;PHACTR4;SRPK2;NEK9;ACTR5;TSC2;RAD23A;PUM1;RNF167;ZZZ3;MRGBP;BIN1;TADA3;MDM2;NF2,Qk,870,GO_Biological_Process_2023
Regulation Of mRNA Metabolic Process (GO:1903311),6/15,0.007591382528170413,14.753858024691358,157.08398767263108,SRPK2;SLTM;DHX9;SAFB2;SAFB;SRPK1,Qk,870,GO_Biological_Process_2023
