Term,Overlap,Adjusted.P.value,Odds.Ratio,Combined.Score,Genes,ko_symbol,type,gene_number,db
Mitochondrial gene expression,6/19,0.03868227999820132,8.55312429505978,70.03232054820435,PPP3CA;MYEF2;CREB1;MTERF3;NRF1;GABPA,Rpl22l1,rmats,1029,BioPlanet_2019
Integrated breast cancer pathway,19/152,0.03868227999820132,2.6644978783592643,21.557487074537985,UBE2F;BLM;USP15;CHUK;ZMYND8;XRCC3;TSC2;MRE11A;BRCA1;TFPI;VEGFA;RAD50;WEE1;CREB1;CDK2;MDM2;EP300;RAD54L;BID,Rpl22l1,rmats,1029,BioPlanet_2019
BRCA1-dependent ubiquitin ligase activity,4/8,0.03882115188374345,18.50439024390244,144.19904616655015,FANCD2;FANCA;BRCA1;FANCG,Rpl22l1,rmats,1029,BioPlanet_2019
PKB-mediated events,7/28,0.03882115188374345,6.180691454664057,47.954033770800464,PRKAA1;CAB39L;STRADA;AKT2;TSC2;PRKAB1;EIF4G1,Rpl22l1,rmats,1029,BioPlanet_2019
Transfer RNA aminoacylation,9/46,0.03882115188374345,4.515262321144674,34.50217168824225,CARS;RARS2;AARS2;SARS2;PPA2;NARS2;DARS2;TARS2;FARS2,Rpl22l1,rmats,1029,BioPlanet_2019
Insulin signaling pathway,28/277,0.03882115188374345,2.1031819586036455,15.892155296948685,PRKAA1;ROCK2;INPPL1;PIK3C2A;CBL;PRKCZ;GRB14;KIF3A;AKT2;RPS6KA2;PHKG2;FLOT1;NCK2;MAP4K5;MAP3K7;PCK2;MAP2K6;PTPN1;PRKCD;TSC2;PHKB;PRKAB1;MAPK12;CREB1;RPS6KB2;EIF4E2;PFKM;MAP3K12,Rpl22l1,rmats,1029,BioPlanet_2019
BARD1 signaling events,7/29,0.03882115188374345,5.899439601494396,44.40766766070077,RAD50;FANCD2;CDK2;FANCA;MRE11A;BRCA1;FANCG,Rpl22l1,rmats,1029,BioPlanet_2019
Homologous recombination,7/29,0.03882115188374345,5.899439601494396,44.40766766070077,TOP3B;BLM;RAD50;RAD51D;XRCC3;RAD54L;MRE11A,Rpl22l1,rmats,1029,BioPlanet_2019
PI3K cascade,10/57,0.039643936309009496,3.951308124360554,29.370921744037478,FGF8;CREB1;CHUK;AKT2;MAPKAP1;RPS6KB2;MDM2;TSC2;FRS2;FGFR2,Rpl22l1,rmats,1029,BioPlanet_2019
Energy metabolism,9/48,0.039643936309009496,4.283257918552036,31.324306018047857,ATF2;PPP3CA;PRKAA1;CREB1;EP300;NRF1;PRKAB1;GABPA;SIRT3,Rpl22l1,rmats,1029,BioPlanet_2019
Fanconi anemia pathway,6/22,0.039643936309009496,6.948313782991202,50.78516912115827,FANCD2;FANCA;USP1;BRCA1;PALB2;FANCG,Rpl22l1,rmats,1029,BioPlanet_2019
GAB1 signalosome,8/39,0.039643936309009496,4.787210514675682,34.7319357509283,CREB1;CHUK;SRC;MAPKAP1;AKT2;RPS6KB2;MDM2;TSC2,Rpl22l1,rmats,1029,BioPlanet_2019
Signaling by FGFR in disease,16/128,0.047238626154501306,2.659568467070935,18.685622734277707,CHUK;SRC;MAPKAP1;PRKCD;TSC2;FRS2;CBL;FGF8;ZMYM2;CREB1;AKT2;FGFR1OP2;RPS6KB2;MDM2;LRRFIP1;FGFR2,Rpl22l1,rmats,1029,BioPlanet_2019
RNA Binding (GO:0003723),123/1411,2.4243840007830138e-6,1.8638759203652668,35.98521874012141,EIF4A2;FMR1;SPPL2B;MSI1;RPL10A;GPATCH8;TIAL1;FBRSL1;UBAP2L;RARS2;TYW5;DDX11;PUS1;ALG13;ACTN4;LARP4B;GTPBP1;SRSF4;PPIG;SREK1;DUS3L;MACF1;AARS2;YTHDC1;ZCCHC9;RTF1;RCC1L;MTDH;RRP7A;FXR1;DHX30;RNASEH1;HNRNPDL;PCBP3;PCBP2;G3BP2;DHX37;SAFB2;UTP20;MAP4;ZC3H13;MARK2;SRPK2;TIA1;UBE2I;ZRANB2;RBPMS;UPF3B;PRRC2C;HELZ;LSM4;SNUPN;PRRC2B;LSM2;CHERP;SRPK1;HNRNPM;GOLGB1;LSM14A;SUGP2;EIF4G1;RBM25;PINX1;DDX42;BRCA1;ZCCHC17;YBX3;RPGR;FARS2;RBM4;SART3;MRPL9;LRRFIP1;RBM34;RBM6;TOP3B;DDX59;RBM18;PRPF40B;DARS2;TRNAU1AP;SAFB;PATL1;UCHL5;DUS2;SARS2;PKM;SLTM;NOA1;HNRNPH1;RBMS1;HNRNPH2;EIF4E2;RBM47;STAU1;ROCK2;POLDIP3;AKAP8;UNK;TCOF1;FIP1L1;PES1;FLNA;FLNB;RALY;SMNDC1;PTPN1;RBM39;TRMT10B;MYEF2;YTHDF3;KRR1;YLPM1;RSRC2;APTX;KTN1;NAP1L4;SEC23IP;ZNFX1;TNIP1;ZYX;ACIN1;TNRC6A,Rpl22l1,rmats,1029,GO_Molecular_Function_2023
Ubiquitin-Like Protein Transferase Activity (GO:0019787),33/240,7.560163939346941e-5,3.003375822129096,45.57206048813529,CUL5;RNF14;MGRN1;UBE3A;BRCA1;CBL;RMND5B;MARCHF8;BTRC;ATG5;BRAP;UBE2F;UBE2H;AREL1;UBE2I;FBXW11;RNF25;NSMCE2;WWP1;CHFR;RNF146;TRAF7;ITCH;ATG16L1;TTC3;MDM2;UBA3;MDM4;RBCK1;BCOR;TRIM11;BIRC2;TRIM33,Rpl22l1,rmats,1029,GO_Molecular_Function_2023
GTPase Binding (GO:0051020),29/225,9.832588352198064e-4,2.777933673469388,33.89843796823613,USP6NL;GARRE1;MAPKAP1;DOCK7;GCC2;CIB1;AMBRA1;YBX3;GGA1;AP3M1;XPO4;KIF3A;ANKFY1;FLNA;ERC1;RAB11FIP3;GIT1;GIT2;RABGAP1L;SPHK2;TSC2;CYRIB;RABGGTB;LSM2;TBC1D20;RRAGB;ATG16L1;RAB3GAP2;PICALM,Rpl22l1,rmats,1029,GO_Molecular_Function_2023
Small GTPase Binding (GO:0031267),26/199,0.0017541344478072523,2.8166828992790416,31.93051539176209,USP6NL;GARRE1;MAPKAP1;DOCK7;GCC2;CIB1;YBX3;GGA1;AP3M1;XPO4;KIF3A;ANKFY1;FLNA;ERC1;RAB11FIP3;GIT1;GIT2;RABGAP1L;SPHK2;TSC2;CYRIB;RABGGTB;LSM2;TBC1D20;RAB3GAP2;PICALM,Rpl22l1,rmats,1029,GO_Molecular_Function_2023
Ubiquitin-Protein Transferase Activity (GO:0004842),41/412,0.005065505002425981,2.080491504523282,20.914329086655805,CUL5;RNF14;MGRN1;LTN1;RNF19B;UBE3A;UBR1;BRCA1;CBL;RNFT1;UBE2J1;RPGR;RMND5B;TRIM6;RNF138;MARCHF8;RFFL;BTRC;RNF111;BRAP;UBE2H;AREL1;RNF25;FBXW11;WWP1;PEX2;CHFR;RNF146;TRAF7;ITCH;NEURL4;TTC3;MDM2;MDM4;TRIP12;RBCK1;BCOR;RNF185;BIRC2;TRIM33;TRIM11,Rpl22l1,rmats,1029,GO_Molecular_Function_2023
Protein Serine/Threonine Kinase Activity (GO:0004674),35/342,0.008600968261254664,2.140661558930128,19.995594181926535,PRKAA1;ROCK2;PRKCZ;IRAK1;AKT2;RPS6KA2;PHKG2;TLK2;TLK1;MAP4K5;MAP3K7;MARK2;MAP2K6;PLK4;SRPK2;NEK9;CHUK;RIOK3;LIMK2;PRKCD;HUNK;CDC7;VRK1;PRKAB1;CLK4;ACVR2A;MAPK12;SRPK1;CIT;CLK2;CLK1;CDK2;RPS6KB2;CAMK1G;MAP3K12,Rpl22l1,rmats,1029,GO_Molecular_Function_2023
Cadherin Binding (GO:0045296),31/319,0.04471969329123456,2.0150474560231575,15.189746317471345,MACF1;SRC;CTNND1;CBL;CLINT1;SLC9A3R2;LIMA1;MPRIP;CALD1;FLNA;FLNB;ERC1;LRRFIP1;ARGLU1;EPS15;MARK2;TMPO;PTPN1;EPS15L1;CIP2A;KTN1;EPN2;ANLN;MYO1B;PKM;FMNL2;CTTN;ABI1;NUMB;PHLDB2;PICALM,Rpl22l1,rmats,1029,GO_Molecular_Function_2023
Methylation-Dependent Protein Binding (GO:0140034),11/68,0.046159672375638776,3.5855306242029434,26.28036162585304,KDM5A;PHF20L1;KMT2E;MBTD1;CBX5;ZZZ3;FMR1;ZMYND8;MTF2;NCAPD3;JMJD7,Rpl22l1,rmats,1029,GO_Molecular_Function_2023
"Catalytic Activity, Acting On A tRNA (GO:0140101)",8/39,0.046159672375638776,4.787210514675682,34.7319357509283,DUS2;QTRT1;AARS2;TYW5;TARS2;QRSL1;FTSJ1;DUS3L,Rpl22l1,rmats,1029,GO_Molecular_Function_2023
Protein Ubiquitination (GO:0016567),46/434,0.009027427477766805,2.241240259672159,28.601307243827783,CUL5;RNF14;MGRN1;RNF19B;UBE3A;UBR1;AMBRA1;BRCA1;CBL;DDA1;RNFT1;UBE2J1;RPGR;ANKRD9;NUB1;TRIM6;RNF138;MARCHF8;MARCHF7;BTRC;RNF111;BRAP;UBE2H;AREL1;FBXW5;RNF25;FBXW11;FANCA;WWP1;PEX2;FANCG;CHFR;RNF146;TRAF7;UBOX5;ITCH;MDM2;UBE2V2;MDM4;TRIP12;RBCK1;RNF185;RAD18;BIRC2;TRIM33;TRIM11,Rpl22l1,rmats,1029,GO_Biological_Process_2023
Ubiquitin-Dependent Protein Catabolic Process (GO:0006511),40/367,0.010170708048575222,2.3059773718858514,27.554085229307535,PSMD14;RNF14;RNF19B;AMBRA1;CBL;RPGR;ANKRD9;BAG6;RMND5B;NUB1;PCBP2;PSMF1;BTRC;RFFL;UBQLN4;RNF111;ZRANB1;UBE2H;AREL1;FBXW5;UBE2I;FBXW11;RNF25;VPS37C;WWP1;RAD23A;VPS37A;ARMC8;PPP2R5C;USP28;CHFR;RNF146;ITCH;TTC3;CHMP2A;MDM2;TRIP12;RBCK1;RNF185;BIRC2,Rpl22l1,rmats,1029,GO_Biological_Process_2023
Organelle Organization (GO:0006996),43/418,0.011029832404674037,2.1626179851250846,24.388066497619555,USP6NL;ABCD4;PI4K2B;TAFAZZIN;MAPKAP1;PITPNB;FAF2;HTT;TOR1AIP2;MIA3;CAMSAP1;CECR2;KIF3A;EPS15;CLASP1;CEP78;SH3D19;SEC31A;CLASP2;CENPT;ZRANB1;YTHDF3;ATP8B2;DST;SEC16A;TRAPPC8;PEX2;MCOLN1;CFAP410;FANCG;TJAP1;SEC23IP;FMNL2;TBC1D20;TMEM11;NOA1;DNAJA3;GOLGB1;PEX6;RANBP10;CHMP2A;PHIP;CEP89,Rpl22l1,rmats,1029,GO_Biological_Process_2023
Double-Strand Break Repair Via Homologous Recombination (GO:0000724),18/111,0.011029832404674037,3.614051880922753,40.38610588331552,BLM;PSMD14;ZMYND8;INTS3;NSMCE2;XRCC3;ATRX;TONSL;RECQL;CDC7;SMC6;BRCA1;PALB2;MBTD1;MORF4L1;MMS22L;RAD51D;RNF138,Rpl22l1,rmats,1029,GO_Biological_Process_2023
Recombinational Repair (GO:0000725),16/95,0.01612717360588547,3.7771252202381698,39.93063015561477,BLM;PSMD14;ZMYND8;INTS3;NSMCE2;XRCC3;TONSL;RECQL;BRCA1;SMC6;PALB2;MBTD1;MMS22L;MORF4L1;RAD51D;RNF138,Rpl22l1,rmats,1029,GO_Biological_Process_2023
Telomere Maintenance Via Recombination (GO:0000722),5/9,0.019826698437885287,23.153076171875,235.76438176013613,RAD50;RAD51D;NSMCE2;XRCC3;SMC6,Rpl22l1,rmats,1029,GO_Biological_Process_2023
Double-Strand Break Repair (GO:0006302),22/168,0.02371251559963118,2.8169253581096707,27.74595201151157,BLM;PSMD14;ZMYND8;INTS3;PNKP;EYA3;NSMCE2;XRCC3;TONSL;RECQL;CIB1;SMC6;BRCA1;PALB2;MBTD1;MORF4L1;MMS22L;RAD51D;RAD50;RNF138;NSD2;UBE2V2,Rpl22l1,rmats,1029,GO_Biological_Process_2023
Intracellular Membrane-Bounded Organelle (GO:0043231),347/5175,1.6478448452218202e-6,1.49045675640873,28.343249820693096,PANK4;ATF2;PANK2;ZMYND8;ITSN1;CCNC;SMC6;RBPJ;GPATCH8;TIAL1;AKT2;ZMIZ2;RPS6KA2;CPNE1;ANKFY1;UBAP2L;RNF111;TMPO;ESCO1;DDX11;SLC35C2;NSMCE2;PRKCD;IFRD1;DNTTIP1;RECQL;HNF1B;RFX1;ACTN4;ARMC8;JMJD7;PRKAB1;MED6;RRAGB;AKAP9;PAXIP1;SRCAP;DCUN1D1;COPS7B;BAZ2B;GMCL1;UBE2J1;MTDH;FXR1;DHX30;DGUOK;RACGAP1;PCBP3;PCBP2;DPH3;ATP6V0A2;PUSL1;PATZ1;RAB11FIP3;KAT14;SEC31A;SRPK2;RABGAP1L;ZRANB1;SETDB1;TIPARP;INTS3;XRCC3;INTS2;UPF3B;TMEM192;CDC7;MEMO1;PTK2;SRPK1;FAM220A;MLLT10;HNRNPM;STAG1;GOLGB1;PPT2;PKIG;RAD18;PSME3IP1;PHF3;CEP57;SETD5;SLC35F6;INTS14;HIP1;SETD6;TDRP;ZBTB8OS;MIA3;BRCA1;OSBPL11;MED15;N4BP2L2;CLINT1;MED14;ZMYM2;XPO4;NELFB;GPRASP1;CTSC;GABPA;APPL1;TOP3B;PBRM1;SPHK2;STRADA;UCHL5;SIRT3;MED22;RAD51D;NCOR1;CTTN;SLTM;HNRNPH1;MED20;MTF2;HNRNPH2;SLU7;URM1;AKAP8;HTT;GGA1;BTAF1;RNF138;NSD2;USP1;FLNA;PMS2;MARCHF7;METTL6;EPS15;NKTR;TRMT10B;MYEF2;ATAD5;PCGF5;PCGF2;YLPM1;APTX;GATAD2A;RNF146;SEC23IP;ITCH;TFAP4;SNX14;TTC3;TACC3;ZYX;MITD1;TRIP12;CRLF3;EEF1AKMT2;CRTC2;MIDN;DGKD;PRDM4;FMR1;PRDM5;CTNND1;JADE1;INPPL1;UBP1;HIKESHI;CIB1;RPL10A;GRB14;EP300;KMT5A;MAP3K7;SLC30A9;TLE1;KDM2B;FBXW11;USP4;USP3;PUS1;IPMK;TSC2;VRK1;CFAP410;THOC7;FANCD2;UBE2V2;SRSF4;PHIP;PPIG;GEMIN8;KMT2E;BLM;ANKRD16;PSMD14;YTHDC1;ARHGAP19;HTRA2;PDS5A;BCL2L12;BAG6;SBNO1;IRAK1;ORC1;DEAF1;SAFB2;TBC1D14;RPRD1B;ZC3H13;UBE2F;OSBPL9;TIA1;UBE2H;UBE2I;CBX5;POU2F1;PHF12;STYX;FANCA;RFXANK;MACO1;CLK4;PALB2;LSM4;CLK2;LSM2;CLK1;COPRS;UBOX5;KIF18B;HOOK2;MOB2;CNOT2;TADA3;CDK2;MDM2;UBA3;PIR;MDM4;NF2;OSBPL1A;NIT1;FGFR2;MDM1;PICALM;RAD9A;EIF4G1;RERE;KDM5A;KDM5C;RNF14;FHL1;HP1BP3;CEP164;DDX42;CHD6;UFSP2;PIK3C2A;YBX3;RESF1;SENP6;RBM4;SART3;PPP6R3;SNAPC4;DNMT3B;TLK2;TLK1;GUSB;POLE;ILKAP;RBM6;SUN1;USP48;TBP;DST;AKTIP;ATRX;PPP2R5B;RAD23A;VPS37A;PEX2;PPP2R5C;TRNAU1AP;SAFB;EPN2;MMS22L;TRAF7;ELF2;CREB1;PKM;TFDP2;IRF1;RBMS1;BIRC2;ITGB3BP;LAMA5;PRKAA1;RBM47;KDM3A;USP15;PPM1M;MGRN1;POLDIP3;DCTN4;PNKP;LENG8;AMBRA1;CLCN3;RMND5B;CECR2;NFS1;TAF1B;TGS1;RALY;DRAM2;E2F6;UBQLN4;MTA3;SMNDC1;MUTYH;TCF7L2;KDM4B;EYA2;SMOX;RNF25;SWT1;EYA3;LIMK2;PTPN12;MCOLN1;PTPN13;USP28;USF2;CHFR;MAPK12;NAP1L4;RAD50;WEE1;KANSL1;BRMS1L;DOLPP1;DNAJA3;TAF8;ACIN1;RGS12;BCOR;PFKM;TRIM33;TNRC6A;SSBP4,Rpl22l1,rmats,1029,GO_Cellular_Component_2023
Nucleus (GO:0005634),300/4487,2.2815848370365055e-5,1.4530572288712564,22.806244032809303,PANK4;ATF2;PANK2;ZMYND8;CCNC;SMC6;RBPJ;GPATCH8;TIAL1;AKT2;ZMIZ2;RPS6KA2;CPNE1;UBAP2L;RNF111;TMPO;ESCO1;DDX11;NSMCE2;PRKCD;IFRD1;DNTTIP1;RECQL;HNF1B;ACTN4;ARMC8;JMJD7;PRKAB1;MED6;RRAGB;PAXIP1;SRCAP;DCUN1D1;COPS7B;BAZ2B;GMCL1;UBE2J1;MTDH;FXR1;DHX30;DGUOK;RACGAP1;PCBP3;PCBP2;DPH3;PATZ1;KAT14;SRPK2;RABGAP1L;ZRANB1;SETDB1;TIPARP;INTS3;XRCC3;INTS2;UPF3B;TMEM192;CDC7;MEMO1;PTK2;SRPK1;FAM220A;MLLT10;HNRNPM;STAG1;PKIG;RAD18;PSME3IP1;PHF3;CEP57;SETD5;INTS14;HIP1;SETD6;TDRP;ZBTB8OS;BRCA1;MED15;N4BP2L2;MED14;ZMYM2;XPO4;NELFB;GPRASP1;GABPA;APPL1;TOP3B;PBRM1;SPHK2;STRADA;UCHL5;SIRT3;MED22;RAD51D;NCOR1;SLTM;HNRNPH1;MED20;MTF2;HNRNPH2;SLU7;URM1;AKAP8;HTT;RNF138;NSD2;USP1;FLNA;PMS2;MARCHF7;METTL6;NKTR;TRMT10B;MYEF2;ATAD5;PCGF5;PCGF2;YLPM1;APTX;GATAD2A;RNF146;TFAP4;TTC3;ZYX;TRIP12;CRLF3;EEF1AKMT2;CRTC2;MIDN;DGKD;PRDM4;FMR1;PRDM5;CTNND1;JADE1;INPPL1;UBP1;HIKESHI;CIB1;RPL10A;EP300;KMT5A;MAP3K7;SLC30A9;TLE1;KDM2B;FBXW11;USP4;USP3;PUS1;IPMK;TSC2;VRK1;THOC7;FANCD2;UBE2V2;SRSF4;PHIP;PPIG;GEMIN8;KMT2E;BLM;ANKRD16;PSMD14;YTHDC1;HTRA2;PDS5A;BCL2L12;BAG6;SBNO1;IRAK1;ORC1;DEAF1;SAFB2;RPRD1B;ZC3H13;UBE2F;TIA1;UBE2H;UBE2I;CBX5;POU2F1;PHF12;STYX;FANCA;RFXANK;MACO1;CLK4;PALB2;LSM4;CLK2;LSM2;CLK1;COPRS;UBOX5;KIF18B;MOB2;CNOT2;TADA3;CDK2;MDM2;UBA3;PIR;MDM4;NF2;NIT1;FGFR2;MDM1;PICALM;RAD9A;EIF4G1;RERE;KDM5A;KDM5C;RNF14;FHL1;HP1BP3;DDX42;CHD6;UFSP2;YBX3;RESF1;SENP6;RBM4;SART3;PPP6R3;SNAPC4;DNMT3B;TLK2;TLK1;POLE;ILKAP;RBM6;USP48;TBP;DST;AKTIP;ATRX;PPP2R5B;RAD23A;PPP2R5C;TRNAU1AP;SAFB;MMS22L;ELF2;CREB1;PKM;TFDP2;IRF1;RBMS1;BIRC2;ITGB3BP;LAMA5;PRKAA1;RBM47;KDM3A;USP15;PPM1M;MGRN1;POLDIP3;DCTN4;PNKP;LENG8;AMBRA1;RMND5B;CECR2;NFS1;TAF1B;TGS1;RALY;E2F6;UBQLN4;MTA3;SMNDC1;MUTYH;TCF7L2;KDM4B;EYA2;RNF25;SWT1;EYA3;LIMK2;PTPN12;PTPN13;USP28;USF2;CHFR;MAPK12;NAP1L4;RAD50;WEE1;KANSL1;BRMS1L;TAF8;ACIN1;RGS12;BCOR;PFKM;TRIM33;SSBP4,Rpl22l1,rmats,1029,GO_Cellular_Component_2023
Mitotic Spindle (GO:0072686),20/143,0.004437430072179346,3.0373790358319837,30.43305316917395,IQCB1;EPB41;LIMK2;CKAP2;CDC7;EML2;EML4;ATAT1;KIF18B;ZZZ3;NCOR1;RACGAP1;TFDP2;TADA3;TACC3;MAP4;LSM14A;KAT14;CLASP1;CLASP2,Rpl22l1,rmats,1029,GO_Cellular_Component_2023
Clathrin Coat (GO:0030118),6/16,0.007006201766685572,11.120821114369502,103.14682542263544,EPS15L1;CLINT1;EPS15;EPN1;EPN2;PICALM,Rpl22l1,rmats,1029,GO_Cellular_Component_2023
Cytoplasmic Stress Granule (GO:0010494),13/76,0.007319042948271249,3.8402074740657417,34.59366942745473,TIA1;STAU1;RBPMS;YTHDF3;FMR1;LARP4B;TIAL1;FXR1;RBM4;ZNFX1;G3BP2;LSM14A;EIF4G1,Rpl22l1,rmats,1029,GO_Cellular_Component_2023
Spindle (GO:0005819),23/210,0.026428577602311515,2.2965522373778717,17.32058198590352,IQCB1;EPB41;LIMK2;PINX1;SPICE1;CKAP2;CDC7;SPATA5;EML2;EML4;ATAT1;ZZZ3;NCOR1;RACGAP1;TFDP2;KIF3A;TADA3;TACC3;MAP4;LSM14A;KAT14;CLASP1;CLASP2,Rpl22l1,rmats,1029,GO_Cellular_Component_2023
Chromosome (GO:0005694),19/164,0.033965761009454504,2.442430863776033,17.43147206366212,BLM;PBRM1;ESCO1;KRR1;FMR1;HP1BP3;PINX1;DNTTIP1;RECQL;SMC6;BRCA1;PDS5A;ZFX;SYCE2;STAG1;FANCD2;PES1;KMT5A;RBM34,Rpl22l1,rmats,1029,GO_Cellular_Component_2023
mRNA Processing WP310,51/444,3.323199775147534e-6,2.5387900241609875,44.00505395024777,EIF4A2;RBM25;RBM26;CELF1;FMR1;BRCA1;PAPOLA;EIF2D;RBM7;RBM5;RBM33;SECISBP2;RBM18;SRRM1;ILF3;SLTM;HNRNPH1;SUPT5;ESRP1;HNRNPH2;EIF4E2;STAU1;SFSWAP;RBM4B;SBNO1;HNRNPDL;U2AF2;PCBP2;SAFB2;RALY;ZFP740;RBM10;SRPK2;TTC14;RBM39;TIA1;MYEF2;ZFP638;RSRC2;PUM1;CLK4;DNAJC17;CLK3;SRPK1;PUM2;CLK2;HNRNPL;ACIN1;RNPS1;EIF4G3;SUGP2,Spen,rmats,1002,WikiPathways_2024_Mouse
Mechanisms Associated With Pluripotency WP1763,31/290,0.0033994052305962464,2.3098783644612686,22.427778960626437,ATF2;KDM5C;KDM3A;BRCA1;RBPJ;FGF5;ZMYM2;MTA1;XPO4;ZSCAN10;TRIM24;EP400;SMARCAD1;EP300;KDM6A;PBRM1;PHC1;POU2F1;KDM4C;SMURF1;DNMT3A;ATRX;TERF2;PML;CREB1;MTF2;MDM2;STK40;TRIM33;SF1;EZH2,Spen,rmats,1002,WikiPathways_2024_Mouse
Non Homologous End Joining WP1242,4/7,0.007244861160441149,25.377421509686037,216.9096897710592,RAD50;PRKDC;MRE11A;NHEJ1,Spen,rmats,1002,WikiPathways_2024_Mouse
Cell Cycle R-HSA-1640170,68/654,1.0758576682614384e-5,2.2875225643311823,42.323740021214476,CEP57;AHCTF1;BRCA1;FOXM1;BABAM2;HERC2;EXO1;MIS18BP1;CHEK2;PPP6R3;EP300;BTRC;POLE;NDEL1;PPP1R12A;BORA;ESCO1;IST1;ATRX;PPP2R5B;VRK1;HAUS6;CSNK1D;KIF23;PPP2R5C;TERF2;SIRT2;EML4;CLIP1;MAU2;DBF4;SHQ1;ESPL1;TFDP2;DKC1;ITGB3BP;ANAPC15;ANAPC16;PSMD14;SRC;PDS5A;SYCE2;HAUS8;PRKAR2B;NSD2;RBBP8;CEP72;PCNT;ATRIP;E2F6;CLASP1;CEP78;CLASP2;CDKN2D;CENPU;NEK9;ODF2;RCC2;CDK11B;POLA1;RAD50;STAG2;CENPI;MDM2;CHMP2A;MDM4;NCAPD3;CENPP,Spen,rmats,1002,Reactome_2022
Mitochondrial tRNA Aminoacylation R-HSA-379726,8/21,0.0025547784171300945,11.753598514161894,145.02570374282917,RARS2;AARS2;SARS2;PPA2;NARS2;DARS2;TARS2;FARS2,Spen,rmats,1002,Reactome_2022
Mitotic Prometaphase R-HSA-68877,25/186,0.0026208708686762798,2.993858751279427,35.6503549690299,CEP57;AHCTF1;PDS5A;HAUS8;PRKAR2B;CEP72;PCNT;CLASP1;CEP78;NDEL1;CLASP2;NEK9;CENPU;ODF2;RCC2;PPP2R5B;CSNK1D;HAUS6;PPP2R5C;EML4;CLIP1;STAG2;CENPI;CENPP;ITGB3BP,Spen,rmats,1002,Reactome_2022
"Cell Cycle, Mitotic R-HSA-69278",50/523,0.002758124156952922,2.056980297404374,23.797414368221393,CEP57;AHCTF1;FOXM1;EP300;BTRC;POLE;NDEL1;PPP1R12A;BORA;ESCO1;IST1;PPP2R5B;VRK1;HAUS6;CSNK1D;KIF23;PPP2R5C;SIRT2;EML4;CLIP1;MAU2;DBF4;ESPL1;TFDP2;ITGB3BP;ANAPC15;ANAPC16;PSMD14;SRC;PDS5A;HAUS8;PRKAR2B;CEP72;PCNT;E2F6;CLASP1;CEP78;CLASP2;CDKN2D;CENPU;NEK9;ODF2;RCC2;CDK11B;POLA1;STAG2;CENPI;CHMP2A;NCAPD3;CENPP,Spen,rmats,1002,Reactome_2022
Organelle Biogenesis And Maintenance R-HSA-1852241,31/275,0.004389875714598641,2.4538417382789417,26.33347188852118,CEP57;C2CD3;CRTC1;PRKAG2;ASAP1;HAUS8;PRKAR2B;TCTN2;CEP72;TBL1X;PCNT;GABPA;CLASP1;CEP78;DMAC2L;IQCB1;ATP5PD;EXOC7;NCOA6;ODF2;IFT122;CSNK1D;HAUS6;PRKAB1;LZTFL1;MAPK12;ATAT1;NCOR1;CREB1;IFT43;EXOC1,Spen,rmats,1002,Reactome_2022
Signaling By Rho GTPases R-HSA-194315,57/644,0.004389875714598641,1.8918309402125415,20.240484556428182,AHCTF1;TFRC;FAM13B;ITSN1;FAF2;ARHGAP1;AKAP13;SYDE1;NCK2;ANKFY1;NDEL1;PLEKHG3;PPP1R12A;ATP6AP1;STARD8;ACTN1;PPP2R5B;OCRL;PPP2R5C;FAM91A1;SRRM1;SENP1;NISCH;CLIP1;PKP4;EVL;ITGB3BP;GARRE1;SRC;SRF;ARHGAP17;KLC1;ABR;FLNA;PLXNA1;ECT2;CLASP1;PAK4;CLASP2;REPS1;CENPU;KDM4C;RCC2;LIMK2;MACO1;PTPN13;PTK2;KTN1;WDR11;VANGL1;SLC4A7;NSFL1C;CENPI;SHKBP1;DLG5;NF2;CENPP,Spen,rmats,1002,Reactome_2022
Regulation Of TP53 Activity R-HSA-5633007,21/157,0.005835119918228465,2.968924266954488,30.16918021946581,PRKAA1;TBP;MEAF6;PRKAG2;BRCA1;PPP2R5C;PRKAB1;PML;RAD50;PIP4P1;EXO1;CHEK2;MDM2;RBBP8;EP300;MAPKAPK5;MDM4;RFFL;ATRIP;TAF2;MAP2K6,Spen,rmats,1002,Reactome_2022
Membrane Trafficking R-HSA-199991,53/599,0.005835119918228465,1.8873848315365702,18.938783335844995,USP6NL;APP;MCFD2;HIP1;TFRC;ITSN1;PRKAG2;GCC2;PIK3C2A;GOLGA4;PPP6R3;TRAPPC13;EXOC7;DENND2A;TSC2;CSNK1D;KIF23;OCRL;EPS15L1;PRKAB1;EPN2;GAK;RINT1;TRAPPC6A;BIN1;KIFC1;NAA35;RIN3;DENND6B;EXOC1;SRC;STX16;GOSR2;STX18;KLC1;GGA1;TBC1D14;PIP5K1C;EPS15;SEC31A;REPS1;SNAPIN;ANKRD27;TRAPPC9;AP2B1;PUM1;NECAP2;SEC23IP;GOLGB1;CHMP2A;COPG2;VPS45;SEC24C,Spen,rmats,1002,Reactome_2022
